satisfaction	marital	income	age	religious	onlyMyReligion	religionRules	armyRules	continent	region
10	6	5	24	1	1	1	2	Americas	76
10	5	2	73	1	1	3	2	Americas	76
8	6	5	18	1	3	2	3	Americas	76
10	2	5	32	1	4	3	2	Americas	76
10	2	5	37	1	3	3	2	Americas	76
7	6	5	30	1	3	2	2	Americas	76
7	3	5	70	1	3	3	2	Americas	76
6	5	5	74	1	2	1	1	Americas	76
6	1	5	35	1	3	3	2	Americas	76
8	1	5	47	1	-1	-1	3	Americas	76
9	1	4	37	2	3	2	3	Americas	76
10	5	5	58	2	4	3	2	Americas	76
10	1	6	42	1	3	1	1	Americas	76
8	1	8	34	1	1	1	-2	Americas	76
9	1	5	46	1	3	3	-1	Americas	76
10	1	4	52	1	3	2	3	Americas	76
10	2	9	40	1	1	1	4	Americas	170
10	1	3	47	1	2	2	2	Americas	170
10	2	5	35	2	1	1	2	Americas	170
1	1	3	63	1	1	1	2	Americas	170
4	6	4	20	1	4	3	3	Americas	170
3	2	5	62	1	3	3	2	Americas	170
8	2	8	29	1	3	2	2	Americas	170
8	2	8	38	1	2	2	2	Americas	170
9	1	6	24	2	3	2	3	Americas	170
9	1	6	30	1	-2	1	2	Americas	170
9	5	5	73	1	3	2	2	Americas	170
5	2	1	51	1	3	-2	4	Americas	170
10	2	1	46	1	2	2	2	Americas	170
8	6	7	18	1	4	3	2	Americas	170
10	1	5	52	1	-1	1	2	Americas	170
8	6	7	28	1	3	2	3	Americas	170
9	6	8	45	1	3	3	4	Americas	170
9	4	3	27	1	2	1	-1	Americas	170
8	1	1	44	1	2	3	2	Americas	170
7	6	6	18	1	1	4	3	Americas	170
10	1	8	22	1	3	3	3	Americas	170
7	3	6	62	2	3	2	3	Americas	170
8	6	6	34	1	1	1	3	Americas	170
8	4	7	49	1	1	1	2	Americas	170
5	5	2	55	2	3	1	1	Americas	170
10	2	4	71	1	1	1	-2	Americas	170
9	1	8	29	1	4	2	2	Americas	170
10	6	5	18	1	2	2	3	Americas	170
5	6	8	27	1	2	4	3	Americas	170
7	6	4	24	1	3	4	2	Americas	170
10	1	5	66	1	1	2	1	Americas	170
8	6	6	26	1	3	3	1	Americas	170
9	1	5	45	1	3	3	3	Americas	170
9	1	7	31	1	2	2	2	Americas	170
7	6	7	23	2	2	2	2	Americas	170
10	5	5	76	1	3	2	2	Americas	170
9	1	7	61	1	4	2	3	Americas	170
6	6	6	25	1	3	3	3	Americas	170
10	1	9	65	1	4	4	3	Americas	170
8	2	8	42	2	4	4	4	Americas	170
8	1	8	33	1	3	4	4	Americas	170
8	2	7	30	1	4	4	4	Americas	170
10	6	8	23	1	3	3	2	Americas	170
8	4	3	44	1	3	-1	3	Americas	170
7	1	5	45	1	3	4	3	Americas	170
6	1	9	45	1	3	2	1	Americas	170
10	1	7	39	1	3	1	3	Americas	170
9	1	5	65	1	3	3	1	Americas	170
5	2	2	52	1	2	1	3	Americas	170
10	3	-2	44	1	3	2	3	Americas	170
6	1	5	62	-1	3	1	2	Americas	170
7	6	5	31	1	3	3	3	Americas	170
8	2	7	33	1	2	2	3	Americas	170
7	1	8	29	1	2	2	-1	Americas	170
6	6	8	18	1	3	3	3	Americas	170
10	2	1	27	1	3	2	3	Americas	170
5	2	3	40	2	3	1	3	Americas	170
8	6	7	21	2	3	1	1	Americas	170
10	6	4	21	1	3	2	3	Americas	170
8	2	5	46	1	3	2	2	Americas	170
8	6	6	19	2	3	3	2	Americas	170
3	2	3	47	1	3	2	2	Americas	170
9	4	2	54	1	2	-1	2	Americas	170
10	4	5	45	2	3	2	2	Americas	170
10	2	3	52	2	2	2	-1	Americas	170
9	2	4	31	1	-2	2	3	Americas	170
10	1	5	48	1	1	2	2	Americas	170
8	2	5	37	2	3	3	2	Americas	170
10	2	5	47	1	3	2	3	Americas	170
9	2	7	24	1	3	2	3	Americas	170
10	2	5	32	1	2	2	2	Americas	170
5	1	4	73	1	2	1	3	Americas	170
9	5	2	54	1	1	1	3	Americas	170
10	2	3	47	1	2	1	3	Americas	170
10	5	10	61	1	3	3	3	Americas	170
2	2	4	61	1	2	2	2	Americas	170
8	6	7	29	2	3	3	2	Americas	170
10	2	8	29	1	2	2	2	Americas	170
9	6	4	31	1	3	3	3	Americas	170
10	1	5	52	1	3	1	-1	Americas	170
6	6	6	52	1	3	1	2	Americas	170
9	6	5	28	1	3	3	2	Americas	170
10	4	7	37	1	3	2	3	Americas	170
10	1	5	34	2	3	2	3	Americas	170
5	6	6	22	1	3	2	3	Americas	170
10	6	7	20	1	3	2	3	Americas	170
6	6	4	22	1	2	2	4	Americas	170
10	6	7	18	1	3	1	1	Americas	170
10	6	7	18	1	-1	2	3	Americas	170
9	2	5	23	1	3	3	3	Americas	170
7	4	9	43	2	3	2	2	Americas	170
10	6	4	46	1	-2	3	3	Americas	170
10	2	6	60	1	2	2	3	Americas	170
8	6	1	49	1	2	2	2	Americas	170
8	5	3	76	1	2	2	2	Americas	170
9	1	4	31	1	3	1	2	Americas	170
7	2	7	21	2	3	3	1	Americas	170
7	5	4	44	1	2	3	3	Americas	170
6	1	5	42	1	3	2	3	Americas	170
8	6	4	53	1	3	2	3	Americas	170
6	6	3	39	1	2	4	3	Americas	170
10	6	5	19	1	4	2	3	Americas	170
9	2	3	70	2	2	2	2	Americas	170
7	6	7	29	1	3	2	3	Americas	170
10	1	5	61	1	3	2	-1	Americas	170
10	4	5	30	1	-1	2	2	Americas	170
10	2	3	25	1	3	3	-1	Americas	170
9	2	8	37	1	2	2	-1	Americas	170
10	4	6	63	1	3	1	4	Americas	170
7	2	6	21	1	3	2	2	Americas	170
10	1	4	66	1	2	2	2	Americas	170
5	2	6	38	-2	-2	2	2	Americas	170
10	1	7	27	1	3	1	2	Americas	170
10	2	4	43	1	3	3	2	Americas	170
8	6	5	21	2	4	3	3	Americas	170
10	2	6	41	1	2	4	1	Americas	170
6	2	5	34	1	2	3	3	Americas	170
8	2	2	27	2	3	3	3	Americas	170
7	2	7	32	1	2	2	2	Americas	170
8	6	2	65	1	3	2	3	Americas	170
9	1	4	41	1	3	2	1	Americas	170
3	2	7	44	2	2	2	3	Americas	170
10	2	6	42	1	2	2	3	Americas	170
10	2	7	42	1	1	1	1	Americas	170
8	1	5	20	1	3	2	3	Americas	170
5	2	7	18	3	3	3	2	Americas	170
10	1	5	38	1	3	3	3	Americas	170
9	2	7	27	2	3	2	1	Americas	170
6	6	2	42	1	2	2	3	Americas	170
10	2	3	38	2	3	2	3	Americas	170
8	6	3	20	1	3	2	2	Americas	170
10	2	3	31	1	3	2	3	Americas	170
9	2	4	62	1	2	2	3	Americas	170
7	2	3	41	1	3	2	3	Americas	170
8	6	6	42	2	3	2	-1	Americas	170
10	1	8	32	1	2	2	3	Americas	170
6	1	5	49	1	3	3	2	Americas	170
7	1	3	26	1	4	2	2	Americas	170
9	2	4	30	1	1	2	2	Americas	170
7	2	4	50	1	3	2	3	Americas	170
8	6	8	23	1	4	4	4	Americas	170
10	2	3	30	1	3	2	3	Americas	170
8	6	4	48	1	3	3	3	Americas	170
10	1	5	63	1	3	3	3	Americas	170
9	4	5	54	1	2	2	2	Americas	170
8	2	7	42	1	4	2	2	Americas	170
6	1	4	50	1	2	2	2	Americas	170
5	1	6	54	1	3	2	2	Americas	170
10	2	5	50	2	2	3	2	Americas	170
7	1	1	43	1	3	-2	3	Americas	170
4	2	3	33	1	4	-1	-1	Americas	170
8	6	1	20	1	3	2	2	Americas	170
10	6	2	27	1	3	2	3	Americas	170
10	6	8	19	1	3	3	2	Americas	170
8	6	3	19	2	4	3	3	Americas	170
5	6	5	20	2	3	3	2	Americas	170
7	2	2	22	2	3	3	3	Americas	170
6	2	6	37	1	-1	3	2	Americas	170
5	6	2	39	1	1	3	4	Americas	170
10	2	2	31	1	4	-1	3	Americas	170
8	1	3	62	1	2	2	2	Americas	170
9	1	3	63	1	1	1	3	Americas	170
5	2	4	42	1	2	2	2	Americas	170
9	2	2	28	1	2	-1	2	Americas	170
10	2	-1	39	1	2	2	2	Americas	170
10	6	3	65	2	2	-2	3	Americas	170
8	6	7	24	1	3	3	3	Americas	170
8	6	4	19	1	3	3	1	Americas	170
10	2	6	47	1	2	2	3	Americas	170
8	2	3	45	1	3	2	3	Americas	170
8	6	4	24	1	2	1	3	Americas	170
8	6	4	19	1	3	2	2	Americas	170
10	1	5	40	1	-1	2	3	Americas	170
10	1	2	33	1	3	2	3	Americas	170
8	2	6	39	1	1	1	3	Americas	170
10	2	8	49	1	2	1	3	Americas	170
9	6	5	21	1	2	2	3	Americas	170
9	6	3	41	1	2	2	4	Americas	170
9	2	2	30	2	3	2	2	Americas	170
8	5	1	55	2	2	2	3	Americas	170
10	2	5	50	1	2	3	2	Americas	170
9	6	6	46	2	3	2	2	Americas	170
10	1	7	23	1	3	3	3	Americas	170
10	6	4	42	1	2	2	2	Americas	170
7	6	5	26	2	3	2	2	Americas	170
8	2	6	21	1	2	2	3	Americas	170
4	2	3	52	1	2	2	2	Americas	170
6	1	5	35	1	2	2	2	Americas	170
8	1	2	32	1	3	2	3	Americas	170
10	6	2	18	1	2	2	2	Americas	170
10	5	5	69	1	2	-1	-2	Americas	170
10	6	4	18	1	3	3	2	Americas	170
10	1	6	29	1	2	2	2	Americas	170
4	4	1	62	1	4	3	4	Americas	170
10	6	8	58	1	2	2	3	Americas	170
10	1	4	61	1	3	2	2	Americas	170
7	1	6	34	1	1	1	4	Americas	170
8	3	1	45	1	1	2	1	Americas	170
6	1	1	48	2	-2	3	2	Americas	170
10	1	2	39	1	4	2	1	Americas	170
8	2	1	23	1	3	2	-1	Americas	170
9	1	8	62	1	2	2	2	Americas	170
4	2	6	29	1	3	1	3	Americas	170
8	6	4	19	1	4	3	2	Americas	170
10	2	2	47	1	2	2	3	Americas	170
10	2	10	35	1	3	1	2	Americas	170
8	1	4	64	1	3	3	2	Americas	170
8	1	5	40	2	3	3	2	Americas	170
8	2	1	35	1	1	2	3	Americas	170
10	1	7	59	1	2	2	3	Americas	170
5	6	6	25	1	3	3	1	Americas	170
8	1	5	69	1	2	2	3	Americas	170
5	2	8	33	1	3	2	2	Americas	170
10	2	9	48	1	1	1	3	Americas	170
5	2	4	43	1	4	3	4	Americas	170
6	6	2	22	1	4	2	3	Americas	170
10	2	6	41	1	-1	1	3	Americas	170
8	2	3	66	1	3	3	3	Americas	170
9	1	1	44	2	2	3	1	Americas	170
10	1	8	33	1	3	2	2	Americas	170
10	1	5	34	2	1	2	3	Americas	170
10	6	6	19	1	2	3	2	Americas	170
5	6	4	25	2	3	3	4	Americas	170
8	1	7	48	1	2	2	2	Americas	170
6	4	4	41	1	1	1	2	Americas	170
10	2	2	28	-1	4	-1	2	Americas	170
8	2	5	21	1	4	3	2	Americas	170
9	6	2	20	1	3	3	3	Americas	170
10	2	5	26	1	3	2	2	Americas	170
10	4	6	22	1	3	2	2	Americas	170
8	1	3	37	1	2	3	2	Americas	170
10	6	2	52	1	3	4	4	Americas	170
10	6	3	44	1	2	2	2	Americas	170
7	2	6	47	1	3	3	3	Americas	170
8	6	5	41	3	2	2	3	Americas	170
4	1	2	46	1	3	2	3	Americas	170
10	6	5	18	2	2	2	2	Americas	170
10	6	6	19	1	3	2	3	Americas	170
10	2	4	30	1	-1	2	2	Americas	170
10	2	4	38	1	3	2	2	Americas	170
10	2	6	21	2	2	2	2	Americas	170
10	2	8	20	1	1	1	2	Americas	170
10	2	1	26	1	2	2	2	Americas	170
4	6	6	18	1	3	4	4	Americas	170
10	1	4	33	1	4	1	1	Americas	170
10	2	5	29	1	2	2	4	Americas	170
8	2	6	35	1	3	3	2	Americas	170
8	1	5	34	1	2	2	2	Americas	170
10	2	3	47	1	3	2	2	Americas	170
5	2	5	50	1	3	2	3	Americas	170
5	1	8	71	1	2	2	4	Americas	170
7	2	1	55	2	2	2	3	Americas	170
10	2	5	23	1	2	2	2	Americas	170
8	2	6	27	1	3	2	3	Americas	170
9	6	5	26	1	3	3	2	Americas	170
9	6	4	18	1	3	2	2	Americas	170
10	4	3	54	1	3	2	3	Americas	170
9	1	1	64	1	3	2	3	Americas	170
4	2	1	56	2	3	2	3	Americas	170
10	2	5	42	1	2	2	2	Americas	170
10	4	10	30	1	3	2	2	Americas	170
4	1	5	39	1	3	3	3	Americas	170
9	1	6	36	1	3	3	3	Americas	170
10	2	5	40	1	4	2	3	Americas	170
10	6	8	20	2	3	3	2	Americas	170
10	2	4	59	1	2	2	3	Americas	170
10	2	3	21	1	2	2	3	Americas	170
10	1	1	24	1	3	2	2	Americas	170
10	1	1	53	1	1	1	3	Americas	170
9	6	1	48	1	2	3	4	Americas	170
5	1	9	76	1	3	3	2	Americas	170
9	1	4	56	1	3	-1	2	Americas	170
2	1	1	56	1	4	4	3	Americas	170
10	6	10	22	1	2	2	3	Americas	170
10	6	4	28	1	3	3	1	Americas	170
10	4	6	26	1	3	1	3	Americas	170
10	2	1	32	1	3	2	2	Americas	170
10	1	1	48	1	2	3	2	Americas	170
10	2	4	34	1	2	2	2	Americas	170
7	2	3	45	1	3	2	3	Americas	170
5	1	2	46	1	3	3	2	Americas	170
10	1	4	27	1	1	3	2	Americas	170
5	1	5	22	1	1	3	2	Americas	170
10	2	10	46	1	2	2	2	Americas	170
9	2	2	31	1	3	2	2	Americas	170
10	1	5	55	1	3	3	1	Americas	170
9	1	3	64	1	2	1	3	Americas	170
9	6	5	18	2	3	3	2	Americas	170
10	2	4	43	1	3	3	4	Americas	170
8	1	6	38	2	3	3	2	Americas	170
10	1	3	63	2	3	3	3	Americas	170
8	1	8	31	1	3	3	3	Americas	170
9	5	4	75	1	3	3	2	Americas	170
8	6	8	21	1	3	3	3	Americas	170
8	2	5	57	2	4	3	1	Americas	170
5	1	3	46	1	3	3	2	Americas	170
7	4	3	31	1	3	3	3	Americas	170
9	1	8	25	2	4	3	3	Americas	170
7	4	7	43	1	3	3	1	Americas	170
8	1	8	42	2	2	1	3	Americas	170
8	3	7	47	1	3	3	2	Americas	170
10	6	3	45	1	1	1	1	Americas	170
8	2	2	49	2	2	2	3	Americas	170
8	6	6	59	1	2	2	2	Americas	170
8	6	6	56	1	3	3	2	Americas	170
4	4	1	58	1	3	2	2	Americas	170
10	2	5	40	1	3	2	3	Americas	170
9	2	4	47	2	1	1	1	Americas	170
10	6	3	19	1	2	3	1	Americas	170
8	1	10	48	1	2	3	2	Americas	170
10	2	1	22	2	1	3	2	Americas	170
9	1	5	41	2	3	3	2	Americas	170
10	2	8	26	1	3	1	3	Americas	170
8	1	5	37	1	3	3	2	Americas	170
7	1	2	55	1	3	3	-1	Americas	170
9	6	8	43	1	4	4	3	Americas	170
10	6	5	20	3	1	1	2	Americas	170
10	1	4	65	1	1	1	4	Americas	170
8	2	8	40	1	3	2	-2	Americas	170
8	1	5	69	1	1	2	2	Americas	170
7	6	5	39	1	3	3	2	Americas	170
10	2	3	60	2	3	1	2	Americas	170
10	1	9	43	1	4	3	4	Americas	170
10	6	4	52	1	1	2	2	Americas	170
10	4	5	35	2	1	2	2	Americas	170
7	6	6	20	1	3	3	3	Americas	170
10	6	6	26	1	4	3	2	Americas	170
7	6	5	19	3	4	4	3	Americas	170
8	4	1	34	1	3	2	3	Americas	170
9	1	4	53	1	1	1	4	Americas	170
9	6	9	31	2	4	4	2	Americas	170
6	6	3	32	3	4	4	4	Americas	170
7	4	10	36	1	2	3	2	Americas	170
10	5	3	71	1	1	1	2	Americas	170
8	6	7	26	1	4	2	3	Americas	170
8	6	7	27	1	4	4	3	Americas	170
7	4	7	24	2	1	4	3	Americas	170
10	1	6	39	1	3	3	2	Americas	170
5	4	3	44	1	3	3	3	Americas	170
8	1	6	51	1	3	3	2	Americas	170
5	6	6	27	3	4	4	3	Americas	170
7	6	8	42	1	3	3	1	Americas	170
8	1	6	38	1	3	2	2	Americas	170
7	6	7	18	2	3	3	4	Americas	170
10	1	6	46	1	2	2	2	Americas	170
9	4	8	37	1	4	3	1	Americas	170
8	6	7	43	1	3	3	2	Americas	170
10	6	7	21	1	2	3	4	Americas	170
9	1	6	28	1	3	2	1	Americas	170
10	4	-2	41	2	2	3	2	Americas	170
7	6	9	23	1	4	3	3	Americas	170
8	1	2	67	1	3	3	3	Americas	170
9	1	5	55	1	3	3	4	Americas	170
8	1	5	42	1	2	2	2	Americas	170
8	2	4	50	2	3	3	1	Americas	170
8	1	3	42	1	3	3	4	Americas	170
10	1	4	42	1	3	2	2	Americas	170
7	6	7	18	2	4	4	3	Americas	170
5	2	5	34	1	3	1	2	Americas	170
10	1	1	56	1	1	1	1	Americas	170
10	1	7	52	1	2	2	3	Americas	170
9	6	8	25	2	3	4	2	Americas	170
10	2	8	23	1	4	4	2	Americas	170
8	3	7	35	1	3	3	4	Americas	170
7	1	5	67	1	4	3	2	Americas	170
10	1	7	49	1	3	3	2	Americas	170
10	6	-2	39	2	1	1	1	Americas	170
10	5	7	65	1	1	1	3	Americas	170
10	1	5	50	1	3	3	3	Americas	170
10	1	1	59	1	2	1	1	Americas	170
10	1	5	63	1	4	2	2	Americas	170
10	1	8	72	2	3	3	1	Americas	170
9	3	10	56	1	3	3	2	Americas	170
7	6	8	26	1	4	4	3	Americas	170
10	4	8	28	1	1	1	2	Americas	170
10	6	7	18	2	-1	4	2	Americas	170
7	3	5	38	2	3	3	3	Americas	170
9	3	7	55	1	3	3	2	Americas	170
8	6	8	37	3	4	4	4	Americas	170
8	1	5	23	1	4	3	4	Americas	170
8	2	5	39	1	4	3	3	Americas	170
7	6	3	19	2	2	4	3	Americas	170
4	1	6	27	1	3	3	4	Americas	170
9	1	5	46	1	3	4	2	Americas	170
9	2	4	28	1	3	3	3	Americas	170
10	6	7	50	1	3	3	1	Americas	170
7	1	4	56	1	3	1	2	Americas	170
8	2	3	35	1	1	1	4	Americas	170
9	6	7	22	1	3	2	3	Americas	170
5	1	4	27	1	3	3	2	Americas	170
9	1	6	33	1	1	1	2	Americas	170
5	4	6	27	1	3	2	3	Americas	170
9	6	8	22	1	3	2	3	Americas	170
9	1	6	61	1	2	1	3	Americas	170
6	1	2	44	1	3	3	2	Americas	170
8	2	8	26	1	3	3	3	Americas	170
10	2	7	38	1	1	1	1	Americas	170
10	6	7	18	1	2	1	3	Americas	170
8	1	7	61	1	3	3	2	Americas	170
9	1	8	59	1	3	3	1	Americas	170
10	1	8	57	1	3	3	2	Americas	170
7	6	7	28	1	4	3	3	Americas	170
7	1	6	48	1	4	3	2	Americas	170
8	1	6	58	1	3	3	2	Americas	170
9	3	10	49	1	4	4	1	Americas	170
10	6	9	28	1	1	1	2	Americas	170
10	6	10	20	1	3	3	2	Americas	170
10	1	6	42	1	4	1	3	Americas	170
7	6	7	18	1	3	3	3	Americas	170
10	4	4	40	1	1	1	3	Americas	170
8	6	7	20	1	4	3	3	Americas	170
8	1	6	61	1	3	2	3	Americas	170
8	2	6	22	1	3	3	2	Americas	170
8	5	2	47	2	3	3	-2	Americas	170
10	6	6	22	1	1	1	2	Americas	170
10	2	10	21	1	2	2	2	Americas	170
8	6	7	22	1	3	2	3	Americas	170
8	1	7	32	1	3	3	2	Americas	170
8	1	3	35	1	3	2	4	Americas	170
10	5	3	48	1	2	2	2	Americas	170
8	6	4	21	1	4	2	2	Americas	170
6	1	5	67	1	3	-1	2	Americas	170
1	2	1	74	1	1	2	3	Americas	170
10	2	10	44	1	4	2	1	Americas	170
9	2	8	39	1	2	4	3	Americas	170
6	2	5	36	1	1	3	3	Americas	170
7	1	3	36	1	2	2	1	Americas	170
10	6	8	19	1	3	3	2	Americas	170
9	6	7	19	2	3	3	3	Americas	170
9	2	4	47	1	3	1	2	Americas	170
8	1	8	52	1	4	4	3	Americas	170
10	1	5	77	1	4	4	1	Americas	170
8	1	5	48	1	3	3	3	Americas	170
10	1	6	42	1	3	3	2	Americas	170
6	6	5	29	1	3	2	1	Americas	170
8	6	6	34	1	3	2	3	Americas	170
8	2	7	68	3	4	4	4	Americas	170
9	6	8	20	1	4	3	3	Americas	170
9	6	7	18	2	4	4	3	Americas	170
7	1	4	43	1	3	3	2	Americas	170
8	4	7	61	1	3	3	2	Americas	170
10	2	6	32	1	3	3	2	Americas	170
10	6	4	22	2	4	4	2	Americas	170
10	4	3	74	1	3	3	2	Americas	170
10	1	9	56	1	2	3	3	Americas	170
8	6	7	29	2	4	1	4	Americas	170
4	6	6	27	1	3	3	3	Americas	170
8	3	6	61	1	3	3	3	Americas	170
7	2	5	35	1	3	3	1	Americas	170
8	2	5	59	1	3	4	4	Americas	170
9	2	8	31	1	3	1	2	Americas	170
1	6	4	63	1	2	1	2	Americas	170
5	6	5	35	1	3	3	2	Americas	170
5	4	4	41	1	3	4	3	Americas	170
8	6	7	29	1	3	3	4	Americas	170
8	6	7	20	1	3	3	2	Americas	170
10	1	5	57	1	1	4	4	Americas	170
8	1	8	56	1	3	1	1	Americas	170
8	1	8	42	1	2	3	1	Americas	170
8	4	7	35	1	1	4	2	Americas	170
7	2	5	57	1	2	2	2	Americas	170
9	6	9	35	1	2	2	1	Americas	170
10	4	8	73	1	1	2	2	Americas	170
8	2	4	57	1	3	3	2	Americas	170
7	6	6	55	2	3	4	3	Americas	170
10	1	4	49	1	2	3	2	Americas	170
8	1	5	33	1	3	1	2	Americas	170
9	6	8	20	1	2	3	1	Americas	170
7	2	7	37	1	4	4	1	Americas	170
5	5	2	62	1	1	1	2	Americas	170
7	6	7	22	1	4	4	4	Americas	170
8	2	7	26	1	4	3	3	Americas	170
10	5	4	64	1	2	1	2	Americas	170
3	1	2	57	1	3	1	3	Americas	170
10	6	1	30	1	3	3	3	Americas	170
8	1	5	47	1	2	2	2	Americas	170
8	1	3	52	1	3	2	3	Americas	170
10	1	3	70	1	1	1	-2	Americas	170
10	5	5	65	1	1	1	2	Americas	170
10	2	8	29	2	1	3	3	Americas	170
8	2	10	41	1	1	2	2	Americas	170
10	1	1	40	1	4	1	-1	Americas	170
10	4	4	57	1	2	3	2	Americas	170
7	2	5	45	1	2	2	3	Americas	170
7	2	5	35	1	4	3	1	Americas	170
10	6	8	18	1	3	2	3	Americas	170
9	1	1	58	1	1	1	1	Americas	170
9	6	7	19	1	3	3	3	Americas	170
8	2	5	30	1	2	2	2	Americas	170
10	2	7	26	1	2	3	2	Americas	170
10	1	5	52	1	4	4	2	Americas	170
10	2	3	39	1	1	2	2	Americas	170
10	2	5	40	2	3	1	3	Americas	170
9	2	5	39	1	1	2	2	Americas	170
10	6	8	20	1	3	3	2	Americas	170
10	6	1	52	1	1	1	3	Americas	170
8	1	7	40	1	3	3	3	Americas	170
8	6	7	18	1	3	4	3	Americas	170
8	2	5	57	2	3	3	2	Americas	170
7	1	5	51	2	2	2	3	Americas	170
8	6	5	19	1	3	3	2	Americas	170
8	1	2	54	1	2	3	2	Americas	170
5	1	1	53	1	1	2	1	Americas	170
5	4	5	52	2	3	1	3	Americas	170
7	1	2	49	1	1	1	3	Americas	170
10	6	4	31	1	2	3	4	Americas	170
10	1	5	43	1	3	3	3	Americas	170
7	4	1	59	1	1	1	2	Americas	170
10	6	4	23	1	3	2	3	Americas	170
8	2	6	35	1	3	3	3	Americas	170
7	2	3	28	1	3	2	1	Americas	170
8	1	3	39	1	4	3	3	Americas	170
7	6	5	22	1	4	3	3	Americas	170
4	2	3	57	2	3	3	3	Americas	170
10	1	1	64	1	3	3	3	Americas	170
10	1	5	40	1	2	2	2	Americas	170
7	1	5	38	1	2	1	4	Americas	170
8	6	7	34	1	3	2	3	Americas	170
10	6	5	18	2	1	1	2	Americas	170
8	2	5	23	1	3	3	3	Americas	170
9	2	6	18	1	3	3	1	Americas	170
10	3	3	47	2	1	2	2	Americas	170
8	4	5	31	1	3	2	3	Americas	170
10	1	8	30	1	3	3	2	Americas	170
10	2	4	49	1	2	2	2	Americas	170
9	6	6	19	1	3	4	2	Americas	170
7	4	6	34	1	3	3	4	Americas	170
3	2	1	44	2	3	3	2	Americas	170
10	1	4	80	1	2	4	2	Americas	170
10	2	5	30	1	3	1	1	Americas	170
10	2	5	28	1	2	2	3	Americas	170
9	6	6	47	2	1	3	1	Americas	170
8	1	8	44	1	3	3	3	Americas	170
10	2	4	44	1	3	3	3	Americas	170
8	2	7	18	1	3	1	3	Americas	170
9	1	5	67	1	3	3	3	Americas	170
10	2	8	39	1	2	2	3	Americas	170
8	4	4	52	1	4	2	2	Americas	170
5	6	1	63	1	1	1	1	Americas	170
10	1	4	32	2	1	1	2	Americas	170
10	6	8	42	1	3	2	2	Americas	170
8	2	8	50	2	4	2	3	Americas	170
9	1	7	49	1	3	3	3	Americas	170
5	6	1	59	2	2	2	2	Americas	170
10	1	5	26	1	3	4	2	Americas	170
7	1	7	46	1	2	2	3	Americas	170
5	2	5	38	2	3	2	1	Americas	170
9	1	6	40	1	4	2	3	Americas	170
7	6	4	22	2	1	1	-1	Americas	170
8	2	2	34	2	3	2	2	Americas	170
9	2	4	21	1	1	1	2	Americas	170
9	1	8	48	1	3	3	3	Americas	170
8	6	3	51	1	3	-1	-1	Americas	170
8	6	3	64	1	3	-2	3	Americas	170
10	1	10	31	1	3	3	3	Americas	170
10	6	8	31	1	3	3	3	Americas	170
10	3	8	44	1	3	3	3	Americas	170
8	6	7	20	1	2	2	3	Americas	170
9	2	7	30	2	3	3	3	Americas	170
8	4	7	53	1	3	1	3	Americas	170
7	1	6	49	2	3	3	2	Americas	170
10	6	8	22	2	3	3	2	Americas	170
5	1	6	54	2	3	2	2	Americas	170
8	1	7	38	1	3	3	3	Americas	170
9	6	7	62	1	3	3	3	Americas	170
10	2	8	45	1	3	3	3	Americas	170
9	2	8	35	1	3	2	4	Americas	170
10	1	9	55	1	2	3	2	Americas	170
10	1	6	40	1	1	2	2	Americas	170
10	5	7	58	1	4	3	2	Americas	170
10	6	8	27	1	3	2	1	Americas	170
8	6	7	53	2	3	2	3	Americas	170
10	6	10	24	1	3	2	1	Americas	170
10	5	5	47	1	3	3	1	Americas	170
10	6	5	32	1	2	1	1	Americas	170
10	4	-2	52	1	2	-2	-2	Americas	170
8	1	1	44	1	4	3	3	Americas	170
5	5	10	76	1	3	2	3	Americas	170
10	2	1	43	1	3	2	2	Americas	170
10	4	1	56	1	3	2	1	Americas	170
8	2	6	55	1	4	3	3	Americas	170
10	1	10	42	1	3	2	3	Americas	170
10	6	3	26	2	3	3	3	Americas	170
8	1	5	62	1	3	3	2	Americas	170
6	2	6	38	1	2	2	2	Americas	170
10	5	4	52	1	2	2	2	Americas	170
10	5	4	63	1	3	2	3	Americas	170
9	6	5	26	2	3	3	3	Americas	170
10	6	5	49	1	3	3	3	Americas	170
10	6	6	31	1	2	1	1	Americas	170
10	6	5	23	1	3	2	2	Americas	170
5	6	1	42	1	3	3	2	Americas	170
10	1	5	36	1	3	3	2	Americas	170
10	1	5	22	1	3	3	3	Americas	170
10	2	5	28	1	3	3	3	Americas	170
10	6	3	58	1	4	-1	3	Americas	170
8	6	3	24	1	3	-1	-1	Americas	170
10	1	1	52	1	3	3	4	Americas	170
10	2	-2	27	1	3	4	2	Americas	170
9	6	7	20	2	2	3	2	Americas	170
3	2	3	22	1	3	3	3	Americas	170
10	6	4	26	2	3	2	2	Americas	170
7	4	6	41	1	1	2	3	Americas	170
10	6	2	21	2	3	3	2	Americas	170
10	1	5	54	1	4	4	1	Americas	170
5	6	3	34	1	-2	2	-1	Americas	170
9	2	7	27	1	2	2	3	Americas	170
10	2	5	28	1	3	3	4	Americas	170
10	2	7	34	1	4	3	2	Americas	170
8	4	1	70	2	3	-1	-1	Americas	170
7	1	2	57	1	2	2	1	Americas	170
6	4	8	57	1	3	2	1	Americas	170
8	6	5	57	1	3	1	3	Americas	170
10	6	10	26	1	3	3	3	Americas	170
10	2	1	34	1	2	2	2	Americas	170
